Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Catalyst Venture Partners,https://www.crunchbase.com/organization/catalyst-venture-partners,Venture Capital,9,2,"Bath, Bath and North East Somerset, United Kingdom",Early Stage Venture,"Catalyst Venture Partners are a corporate finance and fast growth advisory firm specialising in the health, media and telecoms sectors.","Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://catvp.com/,http://www.linkedin.com/company/catalyst-venture-partners,7,5,1
Cascade Ventures,https://www.crunchbase.com/organization/cascade-ventures,Venture Capital,9,1,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Secondary Market, Seed",We strive to be the best partner for founders who are building transformation products and looking for expansion.,"Europe, Middle East, and Africa (EMEA)",2019-04-15,day,http://www.cascadevc.com,https://www.linkedin.com/company/cascade-venturesu/,9,,
The SidebySide Partnership,https://www.crunchbase.com/organization/sidebyside-partnership,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",The SidebySide Partnership is an EIS Venture Capital firm that invests in and mentors fast-growing technology businesses.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://thesidebysidepartnership.com/,https://www.linkedin.com/company/the-sidebyside-partnership/about/,8,2,
R-930 Capital,https://www.crunchbase.com/organization/r-930-capital,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","R-930 Capital encourages worldwide economic growth, with a particular focus on blockchain and disruptive technology.","Europe, Middle East, and Africa (EMEA)",2021-08-17,day,https://r-930capital.com,https://www.linkedin.com/company/r-930-capital,9,,
Omakase Investment Club,https://www.crunchbase.com/organization/omakase-investment-club,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",OMAKASE Investment Club is an early stage venture capital fund investing in startups within the Food & Beverage sector.,"Europe, Middle East, and Africa (EMEA)",2018-12-01,month,http://www.omakase.vc,https://www.linkedin.com/company/omakase-investment-club,7,3,
Ignite Innovation Fund,https://www.crunchbase.com/organization/ignite-innovation-fund,Venture Capital,9,,"London, England, United Kingdom","Early Stage Venture, Seed",Ignite Innovation Fund is an early stage fund backing founders driven to succeed beyond their local market.,"Europe, Middle East, and Africa (EMEA)",,,https://www.igniteinnovation.com/,https://www.linkedin.com/company/ignite-innovation-fund/about/,9,,
SBT Venture Capital,https://www.crunchbase.com/organization/sbt-venture-capital-4da3,Venture Capital,9,3,"London, England, United Kingdom","Early Stage Venture, Venture",SBT Venture Capital is managing a fin-tech fund investing in the most promising start-ups of the financial industry. ,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,,https://www.linkedin.com/company/sbt-venture-capital,8,4,
Acacia Capital Partners,https://www.crunchbase.com/organization/acacia-capital-partners,Venture Capital,9,3,"Cambridge, Cambridgeshire, United Kingdom",Early Stage Venture,Acacia Capital Partners invests in later stage innovative technology companies both directly and indirectly.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.acaciacp.com,https://www.linkedin.com/company/acacia-capital-partners-limited,6,2,
Revolt Ventures,https://www.crunchbase.com/organization/revolt-ventures,Venture Capital,9,,"London, England, United Kingdom",,"Venture capital and growth equity organisation investing in real estate and retail technology, tech-enabled and related growth industries.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.revolt.com/,https://www.linkedin.com/company/revoltventures/,8,1,
Summit Group,https://www.crunchbase.com/organization/summit-group,Venture Capital,9,1,"London, England, United Kingdom",Venture,"Summit Grroup seeks to invest in financial, marketing, business services, property services, medical services, and energy companies.","Europe, Middle East, and Africa (EMEA)",1985-01-01,year,http://www.summit-group.co.uk/,https://www.linkedin.com/company/the-summit-group-limited/,9,1,
Sixth Element Capital,https://www.crunchbase.com/organization/sixth-element-capital,Venture Capital,9,1,"Berkhamsted, Buckinghamshire, United Kingdom",Early Stage Venture,Sixth Element Capital is a firm specializing in early stage investment.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.sixthelementcapital.com/,https://www.linkedin.com/company/20677176/,5,4,1
Sarus Select Capital,https://www.crunchbase.com/organization/sarus-select-capital,Venture Capital,9,1,"London, England, United Kingdom",Seed,Sarus Select Capital manages investments and provides investment advisory services.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://sarusselectcapital.co.uk,https://www.linkedin.com/company/sarus-select-capital,9,,
Eurovestech,https://www.crunchbase.com/organization/eurovestech,Venture Capital,9,2,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Eurovestech is the AIM listed pan-European development capital fund focused on high-technology enterprises.,"Europe, Middle East, and Africa (EMEA)",2000-01-20,day,http://www.eurovestech.co.uk,http://www.linkedin.com/company/447063,7,3,
Kero Development Partners,https://www.crunchbase.com/organization/kero-development-partners,"Private Equity Firm, Venture Capital",9,,"Chester, Cheshire, United Kingdom",Venture,Kero Development Partners invests in innovative engineering technologies that solve real world problems and have positive impacts.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.kerogroup.com/,https://www.linkedin.com/company/kero-developmentpartners/about/,8,4,
Shackleton Ventures,https://www.crunchbase.com/organization/shackleton-ventures,Venture Capital,9,7,"London, England, United Kingdom",,Shackleton Ventures specialises in secondary venture and development capital investments.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://shackletonventures.com/,https://www.linkedin.com/company/shackleton-ventures/,8,4,
Regional Growth Fund,https://www.crunchbase.com/organization/regional-growth-fund,Venture Capital,9,4,"London, England, United Kingdom","Grant, Seed","Regional Growth Fund, a venture capital firm, supports eligible projects and programs raising private sector investment across England.","Europe, Middle East, and Africa (EMEA)",2010-06-01,month,https://www.gov.uk/guidance/understanding-the-regional-growth-fund,,9,2,2
Rivers Capital Partners,https://www.crunchbase.com/organization/rivers-capital-partners,"Micro VC, Venture Capital",9,1,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Early Stage Venture, Seed",Rivers Capital Partners is an independent venture capital fund manager created by entrepreneurs for entrepreneurs.,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,https://www.riverscap.com/,http://www.linkedin.com/company/249157,6,,
FNI Venture Capital,https://www.crunchbase.com/organization/fni-venture-capital,Venture Capital,9,3,"Ipswich, Suffolk, United Kingdom","Early Stage Venture, Seed",FNI Venture Capital is an investment arm of Renate Nixdorf Verwaltungsgesellschaft mbH.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,,,6,1,
Channel 4,https://www.crunchbase.com/organization/channel-2,Venture Capital,8,1,"Belfast, Belfast, United Kingdom",,Channel 4 provides public broadcasting services via television.,"Europe, Middle East, and Africa (EMEA)",1980-01-01,year,http://www.channel4.com/,http://www.linkedin.com/company/162994,7,2,
LifeArc Ventures,https://www.crunchbase.com/organization/lifearc-ventures,Venture Capital,8,,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Seed",LifeArc Ventures is a venture capital firm that invests in early-stage science-led companies.,"Europe, Middle East, and Africa (EMEA)",,,https://www.lifearc.org/funding/venture-investment,https://www.linkedin.com/company/lifearc-ventures/,7,6,
Fig VC,https://www.crunchbase.com/organization/fig-vc,Venture Capital,8,,"London, England, United Kingdom",Early Stage Venture,Fig VC is a venture capital group providing a pragmatic new approach to supporting and investing in high-growth early-stage companies.,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.fig.vc/,https://www.linkedin.com/company-beta/524154/,8,8,
Braavos Investment Advisers,https://www.crunchbase.com/organization/braavos-investment-advisers,Venture Capital,8,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Braavos Investment Advisers is an investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://braavos.uk,https://uk.linkedin.com/company/braavos-investment-advisers,8,2,
Wilbe Capital,https://www.crunchbase.com/organization/wilbe-ventures,"Entrepreneurship Program, Incubator, University Program, Venture Capital",8,,"London, England, United Kingdom","Early Stage Venture, Seed","We educate, build with and invest in scientists who are solving the world’s hardest problems.","Europe, Middle East, and Africa (EMEA)",2020-12-01,month,https://www.wilbe.com,https://www.linkedin.com/company/wilbe,6,,
6 Degrees Capital,https://www.crunchbase.com/organization/6-degrees-capital,Venture Capital,8,,"London, England, United Kingdom","Early Stage Venture, Seed",6 Degrees Capital is an early-stage VC fund based in London. We invest in startups from Seed to Series B across Fintech and SaaS.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,day,https://6degrees.vc/,https://www.linkedin.com/company/6degreescapital/,8,7,
Oakvale Capital,https://www.crunchbase.com/organization/oakvale-capital,Venture Capital,8,1,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","Oakvale Capital LLP is based in London, United Kingdom.","Europe, Middle East, and Africa (EMEA)",1988-01-01,year,http://www.oakvalecapital.com,https://www.linkedin.com/company/oakvale-capital-llp/,8,2,
2xN,https://www.crunchbase.com/organization/2xn,Venture Capital,8,,"London, England, United Kingdom",Seed,2xN operates as a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://2xn.vc/,https://www.linkedin.com/company/2xn/about/,6,2,
NetZero Capital,https://www.crunchbase.com/organization/netzero-capital,"Micro VC, Venture Capital",8,,"London, England, United Kingdom",Seed,A private investment firm supporting projects in the fields of distributed ledger technology and decentralised finance,"Europe, Middle East, and Africa (EMEA)",2021-01-20,day,https://www.netzero.capital/,https://www.linkedin.com/company/69555240/,8,,
Vaultier7,https://www.crunchbase.com/organization/vaultier7,"Private Equity Firm, Venture Capital",8,,"London, England, United Kingdom",Private Equity,Vaultier7 is an Investment Fund dedicated to partnering high growth Category Creators and Disrupters.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,http://www.vaultier7.com/,https://www.linkedin.com/company/vaultier7.com,7,6,
Iratel Ventures,https://www.crunchbase.com/organization/iratel-ventures,Venture Capital,8,1,"London, England, United Kingdom",,Iratel Ventures is a VC firm investing in entrepreneurs building global companies at seed and early stage.,"Europe, Middle East, and Africa (EMEA)",2015-04-01,month,http://www.iratelventures.com/,https://www.linkedin.com/company/iratel-ventures?trk=biz-companies-cym,7,2,
MBU Capital,https://www.crunchbase.com/organization/mbu-capital,"Private Equity Firm, Venture Capital",8,1,"London, England, United Kingdom",Seed,"Investment Bank, Venture Capital, Real Estate Investor","Europe, Middle East, and Africa (EMEA)",2013-03-06,day,http://www.mbucapital.com,https://www.linkedin.com/company/mbu-capital/,7,1,
Bridford Group,https://www.crunchbase.com/organization/bridford-group,Venture Capital,8,,"London, England, United Kingdom","Convertible Note, Early Stage Venture",Bridford Group operates as an investment firm.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://bridfordgroup.com,https://www.linkedin.com/company/bridford-group/,8,4,
Foresight WAE Technology,https://www.crunchbase.com/organization/foresight-wae-technology,Venture Capital,8,,"Oxford, Oxfordshire, United Kingdom",,Foresight WAE Technology provides world-class technical innovation and manufacturing services to customers.,"Europe, Middle East, and Africa (EMEA)",,,http://www.wae.com,https://www.linkedin.com/company/waetechnologies,7,,
