ID,Organization Name,Industries,Description,CB Rank (Company),Founded Date,Exit Date,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Type,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Acquired by,Announced Date Acquisition,IPO,followers,employeeCount,employeeCountRange,employeeCountRangeMin,employeeCountRangeMax
000608,Grover,"['Consumer Electronics', 'E-Commerce', 'Rental', 'Subscription Service']",Grover offers technology subscriptions that enable customers to rent tech products on a monthly basis instead of purchasing them.,"4,839",2015-04-01,,http://www.grover.com,https://twitter.com/getgrover,https://facebook.com/getgrover,https://www.linkedin.com/company/grover,"Grover provides an online platform for renting tech products through monthly subscriptions. This service includes a wide range of over 3,000 tech products such as smartphones, laptops, VR gear, wearables, and smart home appliances. Grover's business model focuses on the circular economy, refurbishing and re-circulating returned products to maximize their lifespan and reduce e-waste. Each product is typically rented out to multiple users before being fully retired. The company operates in several markets, including the U.S., Germany, Austria, the Netherlands, and Spain.","['Commerce and Shopping', 'Consumer Electronics', 'Hardware', 'Other']",1.0,375.5,Michael Cassau,19,2024-07-18,50000000.0,Venture - Series Unknown,2341459267.0,"Augmentum Fintech, Commerzbank, M&G Investments, Samsung NEXT, Seedcamp",9.0,30.0,0.0,,,,0,26662,369,201-500,201,500
000609,Growify,"['Data Center', 'Human Resources', 'Knowledge Management', 'SaaS', 'Skill Assessment', 'Software']","Growify is a HR system and data sources platform, and personal development system for human resource development.","446,871",2018-01-01,,https://www.growify.de,https://twitter.com/growify_gmbh,https://www.facebook.com/growifygmbh,https://www.linkedin.com/company/growify,"Growify is a HR system and data sources platform, and personnel development system that involves everyone in the company, structured, practical, analytical, human resources development, competency management, build entire career paths based on profiles and skills, learning by doing, analytics, up to date on skills management and development across the entire organization, skill finder, dashboards & reports, knowledge transfer, strategy for implementation, GDPR, data encryption, systems data protection, GDPR compliant, hosting, SaaS, azure hosting, disaster recovery, passwords & SSO.","['Administrative Services', 'Education', 'Hardware', 'Information Technology', 'Other', 'Software']",1.0,30.5,Robert Tech,1,2022-07-10,,Pre-Seed,,,0.0,0.0,0.0,,,,0,913,11,11-50,11,50
000610,GURMEO,"['Commercial', 'Consumer Goods', 'E-Commerce', 'Food and Beverage', 'Retail', 'Retail Technology']",GURMEO is the premier specialty retailer of olive oil in Europe. Our brands are among the best known and most-respected in the industry.,"530,901",2016-05-04,,https://www.gurmeo.de,,https://www.facebook.com/gurmeo.food/,https://www.linkedin.com/company/gurmeo,GURMEO is the premier specialty retailer of olive oil in Europe. Our brands are among the best known and most-respected in the industry.,"['Commerce and Shopping', 'Consumer Goods', 'Food and Beverage', 'Hardware', 'Other', 'Software']",2.0,5.5,"Jose Torres, Marcus Schmitt",1,2017-11-01,,Seed,,Front Equity,1.0,1.0,0.0,,,,0,34,2,2-10,2,10
000611,H2 MOBILITY,"['Construction', 'Renewable Energy']","H2 MOBILITY is a hydrogen filling station operator that offers consulting, planning, and construction services for hydrogen stations.","35,707",2015-01-01,,https://h2-mobility.de,,,https://www.linkedin.com/company/h2-mobility-germany-gmbh-&-co.-kg,"H2 MOBILITY is a hydrogen filling station operator that offers consulting, planning, and construction services for hydrogen stations.","['Energy', 'Real Estate', 'Sustainability']",2.259757738896366,30.5,,1,2022-03-28,110000000.0,Venture - Series Unknown,120905428.0,"TotalEnergies, Air Liquide, Hyundai Motor Company, Hy24, Daimler Trucks North America",0.0,8.0,0.0,,,,0,17263,52,51-200,51,200
000612,Habitalix,"['Property Management', 'Real Estate', 'SaaS', 'Software']",Habitalix develops real estate management software.,"135,315",2016-05-01,,https://habitalix.de/en/english/,,,https://www.linkedin.com/company/habitalix-gmbh/,"Habitalix develops real estate management software. It through its software offers rental and control of taxes, monitoring of costs, support of construction measures, monthly billing, and analysis and implementation of new legal provisions for real estate sector.  Patrick Lari founded Habitalix on May 1, 2016. It has its headquarters in Berlin in Germany.","['Real Estate', 'Software']",1.0,5.5,Patrick Lari,1,2018-05-15,950000.0,Seed,1122925.0,"Speedinvest, Plutos Group",0.0,2.0,0.0,,,,0,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE
000613,Habyt,"['Property Management', 'Real Estate', 'Rental', 'Rental Property']",Habyt is a housing company that simplifies housing access with digital-first solutions for tenants and landlords.,"54,206",2017-02-01,,https://www.habyt.com,https://twitter.com/habytglobal,https://www.facebook.com/habyt.hq,https://www.linkedin.com/company/habytglobal,"Habyt develops and manages community-driven and technologically-empowered co-living spaces. Habyt provides fully furnished private and shared apartments with flexible rental options and transparent pricing, accommodating diverse living arrangements globally. Habyt emphasizes community-driven, tech-enabled co-living spaces, making it easy for residents to connect and collaborate.","['Commerce and Shopping', 'Real Estate']",1.0,375.5,Luca Bovone,8,2024-09-09,40000000.0,Venture - Series Unknown,121613709.0,"Kinnevik, Salica, HV Capital, Picus Capital, Inveready",5.0,14.0,7.0,Made Acquisitions,,,0,12179,165,201-500,201,500
000614,Haferkater,"['Coffee', 'Food and Beverage', 'Restaurants']",Haferkater operates a cafe and coffee shop specializing in salads and coffee in the city of Berlin.,"166,582",2015-01-01,,http://haferkater.de,,https://www.facebook.com/Haferkater,,"Haferkater operates a cafe and coffee shop specializing in salads and coffee in the city of Berlin. Haferkater specializes in traditional Scottish porridge. It is freshly cooked all day, it is served with various toppings.  ",['Food and Beverage'],2.0,75.5,"Anna Schubert, Leandro Burguete",3,2021-04-07,,Venture - Series Unknown,25000.0,"Zentis North America LLC, Katjes Greenfood, DB Accelerator, Alexander Eberl",0.0,4.0,0.0,,,,0,,,,,
000615,HALM Straws,"['Consumer Goods', 'Hospitality', 'Manufacturing']",sustainable straw manufacturer,"739,604",2016-12-08,,https://www.halm.co,https://twitter.com/halmstraws,https://www.facebook.com/halmstraws/,https://www.linkedin.com/company/halmstraws,HALM has been invented to tackle the plastic waste problem on our planet. Active since 2016 HALM produce and sells sustainable and reusable glass straws. The whole manufacturing process is done in Germany. With more than 10.000 active hospitality customers and millions of end users HALM has become the market leader in reusable straws in the DACH region.,"['Consumer Goods', 'Manufacturing', 'Travel and Tourism']",1.0,30.5,Sebastian Müller,1,2016-12-23,,Seed,,Hyperion Invest,1.0,1.0,0.0,,,,0,339,5,11-50,11,50
000616,Hashtag You,['E-Commerce'],Hashtag You is a brand builder in the field of direct-to-consumer e-commerce.,"355,617",2018-01-01,,https://www.hashtag-you.com/,,,https://www.linkedin.com/company/hashtag-you/,"Hashtag You company is an ambitious brand builder in the field of direct-to-consumer e-commerce. They have a proven track record of building successful lifestyle brands. Their aim is to build the next generation of social media brands, by leveraging our expertise in influencer marketing and creating strong brand-based communities.",['Commerce and Shopping'],3.0,175.5,"Akos Piffko, Ankur Bansal, Sascha Dexler",1,2021-07-01,,Seed,,"Founders First Capital Partners, Tengelmann Social Ventures, Fynveur, Henkel",0.0,4.0,0.0,,,,0,1356,48,51-200,51,200
000617,Hasty.ai,"['Artificial Intelligence (AI)', 'Computer Vision', 'Machine Learning']",Hasty's end-to-end platform empowers high-value manufacturers and agricultural companies to add vision AI to their products and services.,"35,205",2019-01-01,2022-09-08,https://hasty.ai/,https://twitter.com/hasty_ai,,https://www.linkedin.com/company/hasty-ai/,Hasty is an image annotation tool that uses AI to speed up the process of annotation. This allows you to go from weeks of annotation to days or even hours - minimizing the bottleneck and pain of annotation while giving you more time to focus on building meaningful applications.,"['Artificial Intelligence (AI)', 'Data and Analytics', 'Hardware', 'Science and Engineering', 'Software']",3.0,30.5,"Alexander Wennman, Kostya Proskudin, Tristan Rouillard",2,2021-11-19,,Non-equity Assistance,3700000.0,"Shasta Ventures, Intel Ignite, coparion, iRobot Ventures",2.0,4.0,0.0,Was Acquired,CloudFactory,2022-09-08,0,1635,21,11-50,11,50
000618,Heatle,"['Electronics', 'Food and Beverage', 'Manufacturing', 'Smart Home']",Heatle engages in the manufacture and supply of an inductive immersion heater that heats liquids in the vessel of choice.,"62,161",2019-01-01,,https://shop.heatle.de/en/,,https://www.facebook.com/heatle.official/,https://www.linkedin.com/company/heatle-official/,"Heatle is an induction-based immersion heater device that may heat water, baby milk, mulled wine, and other liquids directly in the vessel to the necessary temperature in an energy-saving method for a clean, healthy, and sustainable lifestyle and planet.","['Consumer Electronics', 'Food and Beverage', 'Hardware', 'Manufacturing', 'Real Estate']",2.0,30.5,"David Riding, Wachtang Budagaschwili",2,2022-11-09,3000000.0,Seed,4142509.0,"better ventures, Summiteer, Anne Lemcke, Stefan Lemcke, Paul Schwarzenholz",2.0,12.0,0.0,,,,0,1380,11,11-50,11,50
000619,HeavenHR,"['Human Resources', 'Office Administration', 'SaaS', 'Software']",Heaven is a HR management platform for small and medium enterprises.,"43,512",2015-01-01,,https://www.heavenhr.com/,https://twitter.com/HeavenHR_fr,https://www.facebook.com/HeavenHRde/,https://www.linkedin.com/company/heavenhr/,"HeavenHR changed the world of personnel management. Their goal is to provide the only software available that companies need to manage staff. Businesses should save time and concentrate on what sets them apart from the competition. From hiring new staff members to the payroll, they combine all the separate HR processes in a single and easy to use platform for free .","['Administrative Services', 'Software']",1.0,30.5,Johannes Roggendorf,4,2018-12-10,10000000.0,Series B,18065569.0,"Target Global, Lakestar, OpenOcean, Allianz X, Piton Capital",3.0,9.0,0.0,,,,0,14096,26,11-50,11,50
000620,HelloBetter,"['Health Care', 'Medical Device', 'Mental Health', 'mHealth', 'Personal Health', 'Psychology', 'Therapeutics']","Leading provider of digital therapeutics for mental health: 10 DTx, 6 PDTx with universal reimbursement for 73m+ people, 33 clinical studies","2,309",2015-01-01,,https://hellobetter.de/,https://twitter.com/hellobetter_de,https://www.facebook.com/HelloBetterHealth/,https://www.linkedin.com/company/hellobetter/,"HelloBetter is a global pioneer in the field of digital therapeutics (DTx) and prescription digital therapeutics (PDTx) for mental health. Our mission is to empower people to manage and improve their mental health in a self-determined way, by allowing them to do so anywhere and at any time. The company was founded as a university-spin off in 2015 by internationally renowned research psychologists.  Within the German DiGA framework, as a pioneering approach globally, HelloBetter got six online therapy programmes approved as a DiGA by the German Federal Institute for Drugs and Medical Devices (BfArM), making the digital therapeutics available on prescription and free of charge for more than 73 million people in Germany. DiGA are Prescription Digital Therapeutics that are also universally reimbursed nationwide in Germany. The six DiGA are another milestone on the company's path to making evidence-based digital mental health care accessible worldwide. Overall, HelloBetter offers 10 DTx which were evaluated in 33 randomized controlled trials (stress & burnout, diabetes & depression, chronic pain, vaginismus, panic & anxiety, insomnia, alcohol consumption, depression, stress management, depression prevention). No other provider worldwide has conducted as many clinical studies on the effectiveness of its online mental health programmes.  With our €17m Series A, we push for expansion beyond the DACH region.","['Health Care', 'Mobile']",7.0,175.5,"Amit Gupta, Elena Heber, Hanne Horvath, Hannes Klöpper, Philip Ihde, Pierre Alexis Cantegril, Prof. Dr. David Daniel Ebert",7,2024-11-08,3000000.0,Grant,30989812.0,"HSBC Asset Management, MassMutual Ventures, HealthCap, Expon Capital, Investitionsbank des Landes Brandenburg",6.0,8.0,0.0,,,,0,17033,140,51-200,51,200
